complex_id,num_assemblies,median_mw_kda,A_BIN,MW_BIN
PDB-CPX-110798,6,62.59,A2_5-8,MW2_60-120
PDB-CPX-110799,9,40.98,A3_9-20,MW1_<60
PDB-CPX-110806,6,22.64,A2_5-8,MW1_<60
PDB-CPX-110823,6,38.34,A2_5-8,MW1_<60
PDB-CPX-110827,6,23.33,A2_5-8,MW1_<60
PDB-CPX-110828,5,96.35,A2_5-8,MW2_60-120
PDB-CPX-110835,5,13.88,A2_5-8,MW1_<60
PDB-CPX-110844,3,179.19,A1_3-4,MW3_120-300
PDB-CPX-110847,9,80.23,A3_9-20,MW2_60-120
PDB-CPX-110850,6,149.74,A2_5-8,MW3_120-300
PDB-CPX-110853,6,48.18,A2_5-8,MW1_<60
PDB-CPX-110860,3,139.32,A1_3-4,MW3_120-300
PDB-CPX-110867,8,104.53,A2_5-8,MW2_60-120
PDB-CPX-110872,7,79.3,A2_5-8,MW2_60-120
PDB-CPX-110875,4,127.77,A1_3-4,MW3_120-300
PDB-CPX-110876,6,1098.94,A2_5-8,MW4_>300
PDB-CPX-110882,3,75.15,A1_3-4,MW2_60-120
PDB-CPX-110885,4,93.3,A1_3-4,MW2_60-120
PDB-CPX-110888,3,121.46,A1_3-4,MW3_120-300
PDB-CPX-110889,13,46.73,A3_9-20,MW1_<60
PDB-CPX-110899,4,101.36,A1_3-4,MW2_60-120
PDB-CPX-110906,5,34.35,A2_5-8,MW1_<60
PDB-CPX-110908,3,54.81,A1_3-4,MW1_<60
PDB-CPX-110909,6,77.95,A2_5-8,MW2_60-120
PDB-CPX-110934,3,74.5,A1_3-4,MW2_60-120
PDB-CPX-110947,4,115.13,A1_3-4,MW2_60-120
PDB-CPX-110948,18,116.83,A3_9-20,MW2_60-120
PDB-CPX-110950,4,56.52,A1_3-4,MW1_<60
PDB-CPX-110970,3,64.08,A1_3-4,MW2_60-120
PDB-CPX-110973,3,61.55,A1_3-4,MW2_60-120
PDB-CPX-110976,4,52.78,A1_3-4,MW1_<60
PDB-CPX-111009,3,62.14,A1_3-4,MW2_60-120
PDB-CPX-111022,19,36.32,A3_9-20,MW1_<60
PDB-CPX-111023,4,71.25,A1_3-4,MW2_60-120
PDB-CPX-111025,3,52.3,A1_3-4,MW1_<60
PDB-CPX-111027,3,29.63,A1_3-4,MW1_<60
PDB-CPX-111028,3,31.23,A1_3-4,MW1_<60
PDB-CPX-111032,7,53.93,A2_5-8,MW1_<60
PDB-CPX-111044,4,66.74,A1_3-4,MW2_60-120
PDB-CPX-111068,5,12829.14,A2_5-8,MW4_>300
PDB-CPX-111071,4,430.2,A1_3-4,MW4_>300
PDB-CPX-111098,4,229.78,A1_3-4,MW3_120-300
PDB-CPX-111102,4,75.06,A1_3-4,MW2_60-120
PDB-CPX-111117,5,96.62,A2_5-8,MW2_60-120
PDB-CPX-111120,3,92.35,A1_3-4,MW2_60-120
PDB-CPX-111121,3,194.76,A1_3-4,MW3_120-300
PDB-CPX-111128,6,628.04,A2_5-8,MW4_>300
PDB-CPX-111129,12,220.07,A3_9-20,MW3_120-300
PDB-CPX-111134,16,148.29,A3_9-20,MW3_120-300
PDB-CPX-111136,3,50.31,A1_3-4,MW1_<60
PDB-CPX-111143,3,5700.06,A1_3-4,MW4_>300
PDB-CPX-111161,4,197.35,A1_3-4,MW3_120-300
PDB-CPX-111163,6,179.28,A2_5-8,MW3_120-300
PDB-CPX-111168,3,64.3,A1_3-4,MW2_60-120
PDB-CPX-111180,3,125.44,A1_3-4,MW3_120-300
PDB-CPX-111190,4,878.55,A1_3-4,MW4_>300
PDB-CPX-111191,3,54.12,A1_3-4,MW1_<60
PDB-CPX-111196,6,100.24,A2_5-8,MW2_60-120
PDB-CPX-111198,3,132.76,A1_3-4,MW3_120-300
PDB-CPX-111202,5,184.11,A2_5-8,MW3_120-300
PDB-CPX-111204,3,101.33,A1_3-4,MW2_60-120
PDB-CPX-111219,10,77.19,A3_9-20,MW2_60-120
PDB-CPX-111225,3,1095.89,A1_3-4,MW4_>300
PDB-CPX-111227,3,452.96,A1_3-4,MW4_>300
PDB-CPX-111232,4,146.17,A1_3-4,MW3_120-300
PDB-CPX-111236,4,89.16,A1_3-4,MW2_60-120
PDB-CPX-111257,5,86.1,A2_5-8,MW2_60-120
PDB-CPX-111258,11,96.47,A3_9-20,MW2_60-120
PDB-CPX-111272,3,71.0,A1_3-4,MW2_60-120
PDB-CPX-111277,4,21.8,A1_3-4,MW1_<60
PDB-CPX-111280,6,74.12,A2_5-8,MW2_60-120
PDB-CPX-111287,5,86.09,A2_5-8,MW2_60-120
PDB-CPX-111299,4,125.1,A1_3-4,MW3_120-300
PDB-CPX-111300,9,79.17,A3_9-20,MW2_60-120
PDB-CPX-111305,3,115.42,A1_3-4,MW2_60-120
PDB-CPX-111327,42,58.01,A4_21-100,MW1_<60
PDB-CPX-111328,14,98.19,A3_9-20,MW2_60-120
PDB-CPX-111333,4,45.12,A1_3-4,MW1_<60
PDB-CPX-111339,3,960.24,A1_3-4,MW4_>300
PDB-CPX-111349,4,89.45,A1_3-4,MW2_60-120
PDB-CPX-111369,6,164.71,A2_5-8,MW3_120-300
PDB-CPX-111372,5,34.5,A2_5-8,MW1_<60
PDB-CPX-111380,9,151.85,A3_9-20,MW3_120-300
PDB-CPX-111387,3,48.6,A1_3-4,MW1_<60
PDB-CPX-111388,3,121.72,A1_3-4,MW3_120-300
PDB-CPX-111394,6,21.26,A2_5-8,MW1_<60
PDB-CPX-111397,58,53.38,A4_21-100,MW1_<60
PDB-CPX-111398,27,106.19,A4_21-100,MW2_60-120
PDB-CPX-111402,3,63.5,A1_3-4,MW2_60-120
PDB-CPX-111412,4,184.68,A1_3-4,MW3_120-300
PDB-CPX-111436,5,48.39,A2_5-8,MW1_<60
PDB-CPX-111447,3,63.3,A1_3-4,MW2_60-120
PDB-CPX-111448,4,44.18,A1_3-4,MW1_<60
PDB-CPX-111455,4,121.53,A1_3-4,MW3_120-300
PDB-CPX-111457,3,103.42,A1_3-4,MW2_60-120
PDB-CPX-111461,9,24.23,A3_9-20,MW1_<60
PDB-CPX-111467,3,78.18,A1_3-4,MW2_60-120
PDB-CPX-111469,3,87.53,A1_3-4,MW2_60-120
PDB-CPX-111470,4,381.1,A1_3-4,MW4_>300
PDB-CPX-111476,3,118.35,A1_3-4,MW2_60-120
PDB-CPX-111480,4,134.61,A1_3-4,MW3_120-300
PDB-CPX-111495,4,56.38,A1_3-4,MW1_<60
PDB-CPX-111498,6,366.56,A2_5-8,MW4_>300
PDB-CPX-111504,3,80.62,A1_3-4,MW2_60-120
PDB-CPX-111554,3,1743.4,A1_3-4,MW4_>300
PDB-CPX-111568,9,47.77,A3_9-20,MW1_<60
PDB-CPX-111579,8,83.89,A2_5-8,MW2_60-120
PDB-CPX-111601,5,79.55,A2_5-8,MW2_60-120
PDB-CPX-111606,6,51.7,A2_5-8,MW1_<60
PDB-CPX-111612,25,119.17,A4_21-100,MW2_60-120
PDB-CPX-111614,4,25.26,A1_3-4,MW1_<60
PDB-CPX-111615,4,87.41,A1_3-4,MW2_60-120
PDB-CPX-111618,3,30.43,A1_3-4,MW1_<60
PDB-CPX-111632,3,210.48,A1_3-4,MW3_120-300
PDB-CPX-111634,3,34.59,A1_3-4,MW1_<60
PDB-CPX-111639,3,81.77,A1_3-4,MW2_60-120
PDB-CPX-111670,5,58.2,A2_5-8,MW1_<60
PDB-CPX-111678,4,41.05,A1_3-4,MW1_<60
PDB-CPX-111685,6,66.82,A2_5-8,MW2_60-120
PDB-CPX-111690,3,111.3,A1_3-4,MW2_60-120
PDB-CPX-111702,5,35.84,A2_5-8,MW1_<60
PDB-CPX-111709,4,51.58,A1_3-4,MW1_<60
PDB-CPX-111726,3,243.98,A1_3-4,MW3_120-300
PDB-CPX-111748,4,56.51,A1_3-4,MW1_<60
PDB-CPX-111749,4,37.64,A1_3-4,MW1_<60
PDB-CPX-111785,21,162.11,A4_21-100,MW3_120-300
PDB-CPX-111788,3,100.64,A1_3-4,MW2_60-120
PDB-CPX-111793,6,98.94,A2_5-8,MW2_60-120
PDB-CPX-111797,3,45.28,A1_3-4,MW1_<60
PDB-CPX-111804,3,201.88,A1_3-4,MW3_120-300
PDB-CPX-111810,9,152.14,A3_9-20,MW3_120-300
PDB-CPX-111816,4,67.11,A1_3-4,MW2_60-120
PDB-CPX-111837,6,88.09,A2_5-8,MW2_60-120
PDB-CPX-111840,4,177.28,A1_3-4,MW3_120-300
PDB-CPX-111842,3,125.11,A1_3-4,MW3_120-300
PDB-CPX-111846,8,10427.97,A2_5-8,MW4_>300
PDB-CPX-111854,22,70.64,A4_21-100,MW2_60-120
PDB-CPX-111860,5,45.63,A2_5-8,MW1_<60
PDB-CPX-111863,3,32.94,A1_3-4,MW1_<60
PDB-CPX-111866,5,4647.66,A2_5-8,MW4_>300
PDB-CPX-111867,10,5694.53,A3_9-20,MW4_>300
PDB-CPX-111882,4,55.54,A1_3-4,MW1_<60
PDB-CPX-111890,4,289.0,A1_3-4,MW3_120-300
PDB-CPX-111891,5,99.77,A2_5-8,MW2_60-120
PDB-CPX-111894,4,33.41,A1_3-4,MW1_<60
PDB-CPX-111897,3,115.03,A1_3-4,MW2_60-120
PDB-CPX-111906,6,123.47,A2_5-8,MW3_120-300
PDB-CPX-111910,16,113.79,A3_9-20,MW2_60-120
PDB-CPX-111915,4,71.49,A1_3-4,MW2_60-120
PDB-CPX-111918,3,150.56,A1_3-4,MW3_120-300
PDB-CPX-111920,5,1159.54,A2_5-8,MW4_>300
PDB-CPX-111924,8,56.17,A2_5-8,MW1_<60
PDB-CPX-111939,3,33.38,A1_3-4,MW1_<60
PDB-CPX-111942,5,204.15,A2_5-8,MW3_120-300
PDB-CPX-111944,3,99.47,A1_3-4,MW2_60-120
PDB-CPX-111946,5,164.98,A2_5-8,MW3_120-300
PDB-CPX-111947,10,136.05,A3_9-20,MW3_120-300
PDB-CPX-111952,3,106.63,A1_3-4,MW2_60-120
PDB-CPX-111963,3,1003.72,A1_3-4,MW4_>300
PDB-CPX-111975,8,247.3,A2_5-8,MW3_120-300
PDB-CPX-111976,5,162.7,A2_5-8,MW3_120-300
PDB-CPX-111991,4,21.62,A1_3-4,MW1_<60
PDB-CPX-112013,9,142.9,A3_9-20,MW3_120-300
PDB-CPX-112016,5,466.33,A2_5-8,MW4_>300
PDB-CPX-112017,8,456.25,A2_5-8,MW4_>300
PDB-CPX-112025,6,100.04,A2_5-8,MW2_60-120
PDB-CPX-112027,3,16616.29,A1_3-4,MW4_>300
PDB-CPX-112028,3,39.02,A1_3-4,MW1_<60
PDB-CPX-112037,3,28.86,A1_3-4,MW1_<60
PDB-CPX-112041,3,162.05,A1_3-4,MW3_120-300
PDB-CPX-112045,33,195.31,A4_21-100,MW3_120-300
PDB-CPX-112058,4,33.66,A1_3-4,MW1_<60
PDB-CPX-112059,4,22.69,A1_3-4,MW1_<60
PDB-CPX-112060,4,17.79,A1_3-4,MW1_<60
PDB-CPX-112062,3,53.45,A1_3-4,MW1_<60
PDB-CPX-112072,3,108.63,A1_3-4,MW2_60-120
PDB-CPX-112079,4,58.25,A1_3-4,MW1_<60
PDB-CPX-112088,3,76.73,A1_3-4,MW2_60-120
PDB-CPX-112094,7,77.78,A2_5-8,MW2_60-120
PDB-CPX-112097,3,59.27,A1_3-4,MW1_<60
PDB-CPX-112099,7,92.71,A2_5-8,MW2_60-120
PDB-CPX-112104,3,136.88,A1_3-4,MW3_120-300
PDB-CPX-112110,4,80.97,A1_3-4,MW2_60-120
PDB-CPX-112116,4,27.74,A1_3-4,MW1_<60
PDB-CPX-112122,13,43.67,A3_9-20,MW1_<60
PDB-CPX-112123,6,28.58,A2_5-8,MW1_<60
PDB-CPX-112125,3,39.12,A1_3-4,MW1_<60
PDB-CPX-112127,3,113.79,A1_3-4,MW2_60-120
PDB-CPX-112129,4,276.35,A1_3-4,MW3_120-300
PDB-CPX-112136,4,55.71,A1_3-4,MW1_<60
PDB-CPX-112145,4,33.07,A1_3-4,MW1_<60
PDB-CPX-112195,3,117.56,A1_3-4,MW2_60-120
PDB-CPX-112205,8,33.58,A2_5-8,MW1_<60
PDB-CPX-112210,15,150.04,A3_9-20,MW3_120-300
PDB-CPX-112215,4,167.98,A1_3-4,MW3_120-300
PDB-CPX-112218,5,157.06,A2_5-8,MW3_120-300
PDB-CPX-112224,3,60.84,A1_3-4,MW2_60-120
PDB-CPX-112234,9,286.81,A3_9-20,MW3_120-300
PDB-CPX-112240,4,73.77,A1_3-4,MW2_60-120
PDB-CPX-112242,5,41.52,A2_5-8,MW1_<60
PDB-CPX-112246,6,81.36,A2_5-8,MW2_60-120
PDB-CPX-112254,3,52.01,A1_3-4,MW1_<60
PDB-CPX-112258,4,183.91,A1_3-4,MW3_120-300
PDB-CPX-112262,6,64.0,A2_5-8,MW2_60-120
PDB-CPX-112264,3,51.48,A1_3-4,MW1_<60
PDB-CPX-112268,6,69.25,A2_5-8,MW2_60-120
PDB-CPX-112271,3,92.19,A1_3-4,MW2_60-120
PDB-CPX-112288,6,168.24,A2_5-8,MW3_120-300
PDB-CPX-112296,4,197.63,A1_3-4,MW3_120-300
PDB-CPX-112297,10,107.53,A3_9-20,MW2_60-120
PDB-CPX-112309,4,13.05,A1_3-4,MW1_<60
PDB-CPX-112314,8,98.57,A2_5-8,MW2_60-120
PDB-CPX-112315,7,394.3,A2_5-8,MW4_>300
PDB-CPX-112326,8,97.82,A2_5-8,MW2_60-120
PDB-CPX-112355,29,50.44,A4_21-100,MW1_<60
PDB-CPX-112360,10,78.39,A3_9-20,MW2_60-120
PDB-CPX-112364,3,32.98,A1_3-4,MW1_<60
PDB-CPX-112370,17,36.78,A3_9-20,MW1_<60
PDB-CPX-112373,3,22.02,A1_3-4,MW1_<60
PDB-CPX-112380,4,51.5,A1_3-4,MW1_<60
PDB-CPX-112391,4,336.1,A1_3-4,MW4_>300
PDB-CPX-112392,10,293.69,A3_9-20,MW3_120-300
PDB-CPX-112405,5,113.18,A2_5-8,MW2_60-120
PDB-CPX-112408,3,256.31,A1_3-4,MW3_120-300
PDB-CPX-112415,6,66.94,A2_5-8,MW2_60-120
PDB-CPX-112416,3,111.35,A1_3-4,MW2_60-120
PDB-CPX-112422,16,458.16,A3_9-20,MW4_>300
PDB-CPX-112426,15,156.62,A3_9-20,MW3_120-300
PDB-CPX-112435,3,32.58,A1_3-4,MW1_<60
PDB-CPX-112444,9,202.25,A3_9-20,MW3_120-300
PDB-CPX-112457,4,42.23,A1_3-4,MW1_<60
PDB-CPX-112461,6,185.23,A2_5-8,MW3_120-300
PDB-CPX-112465,7,52.02,A2_5-8,MW1_<60
PDB-CPX-112467,3,112.55,A1_3-4,MW2_60-120
PDB-CPX-112480,4,89.62,A1_3-4,MW2_60-120
PDB-CPX-112483,4,19.23,A1_3-4,MW1_<60
PDB-CPX-112492,9,75.84,A3_9-20,MW2_60-120
PDB-CPX-112497,3,59.32,A1_3-4,MW1_<60
PDB-CPX-112499,5,46.66,A2_5-8,MW1_<60
PDB-CPX-112500,6,41.68,A2_5-8,MW1_<60
PDB-CPX-112501,6,305.83,A2_5-8,MW4_>300
PDB-CPX-112519,4,94.1,A1_3-4,MW2_60-120
PDB-CPX-112523,16,58.55,A3_9-20,MW1_<60
PDB-CPX-112526,3,25.69,A1_3-4,MW1_<60
PDB-CPX-112540,8,123.13,A2_5-8,MW3_120-300
PDB-CPX-112542,8,101.53,A2_5-8,MW2_60-120
PDB-CPX-112545,3,189.33,A1_3-4,MW3_120-300
PDB-CPX-112547,4,60.04,A1_3-4,MW2_60-120
PDB-CPX-112563,3,60.99,A1_3-4,MW2_60-120
PDB-CPX-112576,5,32.91,A2_5-8,MW1_<60
PDB-CPX-112592,8,48.91,A2_5-8,MW1_<60
PDB-CPX-112601,6,100.73,A2_5-8,MW2_60-120
PDB-CPX-112611,12,99.11,A3_9-20,MW2_60-120
PDB-CPX-112612,4,130.28,A1_3-4,MW3_120-300
PDB-CPX-112619,4,36.81,A1_3-4,MW1_<60
PDB-CPX-112624,4,67.97,A1_3-4,MW2_60-120
PDB-CPX-112645,4,171.04,A1_3-4,MW3_120-300
PDB-CPX-112673,10,19.79,A3_9-20,MW1_<60
PDB-CPX-112675,3,87.04,A1_3-4,MW2_60-120
PDB-CPX-112677,3,70.62,A1_3-4,MW2_60-120
PDB-CPX-112681,4,263.65,A1_3-4,MW3_120-300
PDB-CPX-112684,3,41.73,A1_3-4,MW1_<60
PDB-CPX-112690,4,240.16,A1_3-4,MW3_120-300
PDB-CPX-112720,3,366.07,A1_3-4,MW4_>300
PDB-CPX-112724,9,135.12,A3_9-20,MW3_120-300
PDB-CPX-112727,3,296.68,A1_3-4,MW3_120-300
PDB-CPX-112729,12,70.56,A3_9-20,MW2_60-120
PDB-CPX-112735,9,58.75,A3_9-20,MW1_<60
PDB-CPX-112752,4,52.98,A1_3-4,MW1_<60
PDB-CPX-112753,3,118.42,A1_3-4,MW2_60-120
PDB-CPX-112764,7,19.19,A2_5-8,MW1_<60
PDB-CPX-112786,4,123.81,A1_3-4,MW3_120-300
PDB-CPX-112801,7,68.02,A2_5-8,MW2_60-120
PDB-CPX-112803,3,64.44,A1_3-4,MW2_60-120
PDB-CPX-112804,10,57.18,A3_9-20,MW1_<60
PDB-CPX-112812,4,26.29,A1_3-4,MW1_<60
PDB-CPX-112816,18,25.95,A3_9-20,MW1_<60
PDB-CPX-112821,4,63.31,A1_3-4,MW2_60-120
PDB-CPX-112822,3,104.74,A1_3-4,MW2_60-120
PDB-CPX-112826,11,142.53,A3_9-20,MW3_120-300
PDB-CPX-112827,23,45.37,A4_21-100,MW1_<60
PDB-CPX-112834,6,133.57,A2_5-8,MW3_120-300
PDB-CPX-112837,4,39.78,A1_3-4,MW1_<60
PDB-CPX-112838,3,56.2,A1_3-4,MW1_<60
PDB-CPX-112846,4,101.87,A1_3-4,MW2_60-120
PDB-CPX-112853,6,87.86,A2_5-8,MW2_60-120
PDB-CPX-112854,5,185.88,A2_5-8,MW3_120-300
PDB-CPX-112856,8,103.12,A2_5-8,MW2_60-120
PDB-CPX-112868,5,54.39,A2_5-8,MW1_<60
PDB-CPX-112872,4,259.53,A1_3-4,MW3_120-300
PDB-CPX-112877,5,46.76,A2_5-8,MW1_<60
PDB-CPX-112879,3,169.89,A1_3-4,MW3_120-300
PDB-CPX-112884,8,406.5,A2_5-8,MW4_>300
PDB-CPX-112892,5,91.92,A2_5-8,MW2_60-120
PDB-CPX-112896,3,46.74,A1_3-4,MW1_<60
PDB-CPX-112902,4,24.89,A1_3-4,MW1_<60
PDB-CPX-112922,4,26.86,A1_3-4,MW1_<60
PDB-CPX-112930,5,76.66,A2_5-8,MW2_60-120
PDB-CPX-112947,4,47.44,A1_3-4,MW1_<60
PDB-CPX-112950,3,112.87,A1_3-4,MW2_60-120
PDB-CPX-112953,3,211.18,A1_3-4,MW3_120-300
PDB-CPX-112970,3,98.99,A1_3-4,MW2_60-120
PDB-CPX-112978,4,113.91,A1_3-4,MW2_60-120
PDB-CPX-112983,4,28.05,A1_3-4,MW1_<60
PDB-CPX-112990,3,272.31,A1_3-4,MW3_120-300
PDB-CPX-112994,5,57.33,A2_5-8,MW1_<60
PDB-CPX-112998,5,65.72,A2_5-8,MW2_60-120
PDB-CPX-112999,3,3455.47,A1_3-4,MW4_>300
PDB-CPX-113025,3,79.96,A1_3-4,MW2_60-120
PDB-CPX-113027,3,221.9,A1_3-4,MW3_120-300
PDB-CPX-113037,4,89.36,A1_3-4,MW2_60-120
PDB-CPX-113049,3,16.18,A1_3-4,MW1_<60
PDB-CPX-113055,3,80.51,A1_3-4,MW2_60-120
PDB-CPX-113093,3,35.6,A1_3-4,MW1_<60
PDB-CPX-113099,3,27.08,A1_3-4,MW1_<60
PDB-CPX-113102,6,29.86,A2_5-8,MW1_<60
PDB-CPX-113106,5,58.66,A2_5-8,MW1_<60
PDB-CPX-113107,13,112.28,A3_9-20,MW2_60-120
PDB-CPX-113110,4,27.69,A1_3-4,MW1_<60
PDB-CPX-113117,3,423.57,A1_3-4,MW4_>300
PDB-CPX-113119,8,321.74,A2_5-8,MW4_>300
PDB-CPX-113120,16,161.0,A3_9-20,MW3_120-300
PDB-CPX-113122,4,103.25,A1_3-4,MW2_60-120
PDB-CPX-113123,3,209.17,A1_3-4,MW3_120-300
PDB-CPX-113127,4,53.99,A1_3-4,MW1_<60
PDB-CPX-113128,4,108.89,A1_3-4,MW2_60-120
PDB-CPX-113141,6,107.98,A2_5-8,MW2_60-120
PDB-CPX-113145,3,211.12,A1_3-4,MW3_120-300
PDB-CPX-113148,4,251.5,A1_3-4,MW3_120-300
PDB-CPX-113149,7,78.84,A2_5-8,MW2_60-120
PDB-CPX-113152,3,172.1,A1_3-4,MW3_120-300
PDB-CPX-113167,9,56.33,A3_9-20,MW1_<60
PDB-CPX-113185,3,399.08,A1_3-4,MW4_>300
PDB-CPX-113188,7,47.77,A2_5-8,MW1_<60
PDB-CPX-113189,3,64.03,A1_3-4,MW2_60-120
PDB-CPX-113191,4,88.75,A1_3-4,MW2_60-120
PDB-CPX-113198,6,138.14,A2_5-8,MW3_120-300
PDB-CPX-113208,7,13.96,A2_5-8,MW1_<60
PDB-CPX-113212,3,74.55,A1_3-4,MW2_60-120
PDB-CPX-113217,4,209.4,A1_3-4,MW3_120-300
PDB-CPX-113221,4,63.42,A1_3-4,MW2_60-120
PDB-CPX-113226,8,90.68,A2_5-8,MW2_60-120
PDB-CPX-113228,4,200.7,A1_3-4,MW3_120-300
PDB-CPX-113231,6,113.77,A2_5-8,MW2_60-120
PDB-CPX-113234,3,370.97,A1_3-4,MW4_>300
PDB-CPX-113235,8,47.22,A2_5-8,MW1_<60
PDB-CPX-113238,4,76.42,A1_3-4,MW2_60-120
PDB-CPX-113240,4,105.38,A1_3-4,MW2_60-120
PDB-CPX-113248,8,107.52,A2_5-8,MW2_60-120
PDB-CPX-113249,5,113.5,A2_5-8,MW2_60-120
PDB-CPX-113251,6,60.54,A2_5-8,MW2_60-120
PDB-CPX-113252,3,46.29,A1_3-4,MW1_<60
PDB-CPX-113265,6,94.25,A2_5-8,MW2_60-120
PDB-CPX-113269,3,61.45,A1_3-4,MW2_60-120
PDB-CPX-113291,8,45.15,A2_5-8,MW1_<60
PDB-CPX-113302,3,177.09,A1_3-4,MW3_120-300
PDB-CPX-113303,6,80.12,A2_5-8,MW2_60-120
PDB-CPX-113305,5,117.71,A2_5-8,MW2_60-120
PDB-CPX-113306,3,118.74,A1_3-4,MW2_60-120
PDB-CPX-113307,5,93.68,A2_5-8,MW2_60-120
PDB-CPX-113321,3,48.07,A1_3-4,MW1_<60
PDB-CPX-113329,3,53.05,A1_3-4,MW1_<60
PDB-CPX-113341,3,104.45,A1_3-4,MW2_60-120
PDB-CPX-113343,4,182.53,A1_3-4,MW3_120-300
PDB-CPX-113344,3,260.17,A1_3-4,MW3_120-300
PDB-CPX-113345,4,179.87,A1_3-4,MW3_120-300
PDB-CPX-113352,3,45.02,A1_3-4,MW1_<60
PDB-CPX-113353,9,95.75,A3_9-20,MW2_60-120
PDB-CPX-113354,8,196.94,A2_5-8,MW3_120-300
PDB-CPX-113356,6,58.98,A2_5-8,MW1_<60
PDB-CPX-113358,25,173.91,A4_21-100,MW3_120-300
PDB-CPX-113360,3,311.52,A1_3-4,MW4_>300
PDB-CPX-113361,6,176.71,A2_5-8,MW3_120-300
PDB-CPX-113366,3,30.11,A1_3-4,MW1_<60
PDB-CPX-113367,9,176.56,A3_9-20,MW3_120-300
PDB-CPX-113380,5,104.19,A2_5-8,MW2_60-120
PDB-CPX-113385,3,99.37,A1_3-4,MW2_60-120
PDB-CPX-113395,10,63.1,A3_9-20,MW2_60-120
PDB-CPX-113396,38,158.6,A4_21-100,MW3_120-300
PDB-CPX-113397,6,348.49,A2_5-8,MW4_>300
PDB-CPX-113402,4,218.24,A1_3-4,MW3_120-300
PDB-CPX-113407,3,70.45,A1_3-4,MW2_60-120
PDB-CPX-113410,3,46.02,A1_3-4,MW1_<60
PDB-CPX-113411,3,88.28,A1_3-4,MW2_60-120
PDB-CPX-113418,7,70.75,A2_5-8,MW2_60-120
PDB-CPX-113420,3,139.71,A1_3-4,MW3_120-300
PDB-CPX-113421,3,106.61,A1_3-4,MW2_60-120
PDB-CPX-113427,5,47.7,A2_5-8,MW1_<60
PDB-CPX-113428,3,26.89,A1_3-4,MW1_<60
PDB-CPX-113453,4,176.48,A1_3-4,MW3_120-300
PDB-CPX-113469,4,42.77,A1_3-4,MW1_<60
PDB-CPX-113476,3,178.83,A1_3-4,MW3_120-300
PDB-CPX-113479,6,191.62,A2_5-8,MW3_120-300
PDB-CPX-113481,3,86.19,A1_3-4,MW2_60-120
PDB-CPX-113490,5,511.01,A2_5-8,MW4_>300
PDB-CPX-113531,6,318.14,A2_5-8,MW4_>300
PDB-CPX-113535,3,66.46,A1_3-4,MW2_60-120
PDB-CPX-113540,3,113.46,A1_3-4,MW2_60-120
PDB-CPX-113551,3,289.4,A1_3-4,MW3_120-300
PDB-CPX-113568,14,93.16,A3_9-20,MW2_60-120
PDB-CPX-113572,4,774.16,A1_3-4,MW4_>300
PDB-CPX-113574,4,71.94,A1_3-4,MW2_60-120
PDB-CPX-113577,4,174.45,A1_3-4,MW3_120-300
PDB-CPX-113578,4,250.48,A1_3-4,MW3_120-300
PDB-CPX-113582,5,13.52,A2_5-8,MW1_<60
PDB-CPX-113596,3,73.6,A1_3-4,MW2_60-120
PDB-CPX-113598,11,42.77,A3_9-20,MW1_<60
PDB-CPX-113629,7,32.32,A2_5-8,MW1_<60
PDB-CPX-113653,4,45.19,A1_3-4,MW1_<60
PDB-CPX-113660,6,27.74,A2_5-8,MW1_<60
PDB-CPX-113677,4,77.67,A1_3-4,MW2_60-120
PDB-CPX-113678,3,79.35,A1_3-4,MW2_60-120
PDB-CPX-113683,3,68.47,A1_3-4,MW2_60-120
PDB-CPX-113686,3,83.26,A1_3-4,MW2_60-120
PDB-CPX-113689,3,40.84,A1_3-4,MW1_<60
PDB-CPX-113703,4,38.51,A1_3-4,MW1_<60
PDB-CPX-113709,9,93.11,A3_9-20,MW2_60-120
PDB-CPX-113714,6,81.4,A2_5-8,MW2_60-120
PDB-CPX-113719,10,195.99,A3_9-20,MW3_120-300
PDB-CPX-113722,6,475.24,A2_5-8,MW4_>300
PDB-CPX-113723,3,553.56,A1_3-4,MW4_>300
PDB-CPX-113724,9,31056.18,A3_9-20,MW4_>300
PDB-CPX-113731,3,321.66,A1_3-4,MW4_>300
PDB-CPX-113734,3,178.25,A1_3-4,MW3_120-300
PDB-CPX-113735,3,28.06,A1_3-4,MW1_<60
PDB-CPX-113756,15,77.04,A3_9-20,MW2_60-120
PDB-CPX-113758,6,227.42,A2_5-8,MW3_120-300
PDB-CPX-113786,3,64.61,A1_3-4,MW2_60-120
PDB-CPX-113789,6,57.23,A2_5-8,MW1_<60
PDB-CPX-113793,3,63.91,A1_3-4,MW2_60-120
PDB-CPX-113798,3,171.61,A1_3-4,MW3_120-300
PDB-CPX-113801,3,98.03,A1_3-4,MW2_60-120
PDB-CPX-113805,3,225.3,A1_3-4,MW3_120-300
PDB-CPX-113823,12,83.68,A3_9-20,MW2_60-120
PDB-CPX-113827,4,93.42,A1_3-4,MW2_60-120
PDB-CPX-113830,27,52.61,A4_21-100,MW1_<60
PDB-CPX-113834,4,167.07,A1_3-4,MW3_120-300
PDB-CPX-113841,10,89.31,A3_9-20,MW2_60-120
PDB-CPX-113850,6,62.25,A2_5-8,MW2_60-120
PDB-CPX-113853,7,172.59,A2_5-8,MW3_120-300
PDB-CPX-113861,3,31.7,A1_3-4,MW1_<60
